numenq,sch_lev,farm_f,trad_f,exec_f,tech_f,whc_f,blc_f,noocc_f,farm_m,trad_m,exec_m,tech_m,whc_m,blc_m,noocc_m,orfr,oroecd,orother,foreign,late6,urban,male,age98,date_first,full_first,wage_first,employed_36,full_36,wage_36,experience_36,employed_60,full_60,wage_60,experience_60
211404,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,16,13,1,671,1,0,671,23,1,0,671,47
b12171,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,19,7,1,871,1,1,1100,29,1,1,1100,53
801904,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,18,18,1,1067,1,1,1220,4,1,1,1220,28
c06045,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,20,4,1,930,1,1,1000,32,1,1,1000,56
b01035,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,18,7,1,810,1,1,1067,29,1,1,1067,53
802072,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,17,28,,600,1,1,600,8,1,1,600,32
b16923,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,18,8,1,991,1,1,1174,28,1,1,1174,52
315590,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,18,7,1,1037,1,1,1289,29,1,1,1289,53
307592,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,18,7,1,854,1,1,1194,29,1,1,1448,53
800577,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,20,7,1,915,1,1,995,29,1,1,1067,53
803175,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,16,7,1,762,1,1,1143,29,1,1,800,53
219524,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,19,26,1,412,1,1,900,10,1,1,900,34
b07196,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18,7,1,899,1,1,1143,29,1,1,991,53
305607,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,7,1,812,1,1,1161,29,1,1,1161,53
105487,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,18,13,0,621,1,1,1010,23,1,1,1010,47
b01351,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,18,7,1,1067,1,1,922,29,1,1,922,53
314448,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,12,1,915,1,1,2183,10,1,1,1250,34
104152,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,17,14,1,869,1,1,1069,20,1,1,1069,44
302542,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,19,1,810,1,1,810,17,1,1,1067,41
803080,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,21,14,1,838,1,1,762,22,1,1,762,46
c13978,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,18,17,1,1053,1,1,1092,19,1,1,1092,43
b09792,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,17,7,1,810,1,1,810,29,1,1,1098,49
802295,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,16,21,1,838,1,1,1238,9,1,1,1242,33
801301,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,28,1,1763,1,1,835,8,1,1,835,32
b00929,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,17,19,1,968,1,1,968,17,1,1,1252,30
c06689,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,18,33,1,991,1,1,991,3,1,1,1117,24
c07816,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,18,13,1,1067,1,1,1093,23,1,1,1220,44
c12232,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18,3,0,2134,1,1,2134,33,1,1,2134,57
801230,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,20,7,1,810,1,1,1581,29,1,1,1601,53
b12187,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,19,7,1,875,1,1,1067,29,1,1,1067,53
212880,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,19,7,1,1441,1,1,1524,29,1,1,1524,53
a05693,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,18,7,1,932,1,1,932,29,1,1,762,53
801359,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,16,7,1,787,1,1,831,29,1,1,991,53
c16361,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,18,6,1,983,1,1,1143,27,1,1,1000,51
215799,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,18,31,1,810,1,1,810,4,1,0,1093,28
304494,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19,11,1,838,1,1,1115,25,1,1,1115,49
b15960,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,18,7,1,949,1,1,855,29,1,1,855,53
218536,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,19,5,1,793,1,1,1700,31,1,1,1700,55
315977,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,18,1,869,1,1,1143,18,1,1,1143,42
a04531,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,18,13,1,793,1,1,793,23,1,1,1143,47
208492,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18,15,1,1060,1,1,1090,21,1,1,1173,39
c09755,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,9,1,838,1,1,1053,27,1,1,1300,51
b15898,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,8,1,1067,1,1,1258,28,1,1,1258,52
217755,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,19,13,1,732,1,1,787,23,1,1,787,47
104623,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,19,9,1,845,1,1,1220,23,1,1,1300,36
c15300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,18,9,1,854,1,1,920,27,1,1,920,51
b14387,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,18,7,1,762,1,1,1065,27,1,1,1098,51
c10850,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,23,1,898,1,0,898,13,1,0,898,37
216594,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,21,7,,884,1,1,884,29,1,1,884,53
206592,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,21,18,1,991,1,1,991,18,1,1,1037,42
222074,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,16,6,1,810,1,1,810,30,1,1,1067,54
803107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,19,6,1,810,1,1,717,30,1,1,787,46
202243,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,17,21,1,526,1,1,602,15,1,1,1100,39
221412,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,16,7,1,991,1,1,1494,29,1,1,1494,53
101095,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,16,19,1,686,1,0,686,17,1,0,686,41
c06828,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,7,1,810,1,1,810,29,1,1,1200,53
202708,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,9,1,933,1,1,933,27,1,0,895,49
802085,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,17,7,1,915,1,1,1143,29,1,1,1143,53
302235,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,19,24,1,564,1,1,881,12,1,1,1200,36
302657,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,9,1,809,1,0,809,27,1,0,809,51
214759,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,17,9,1,793,1,1,1250,20,1,1,1138,44
305526,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,19,7,1,1037,1,1,928,17,1,1,928,41
b14097,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,18,8,1,1288,1,1,1204,20,1,1,1067,34
b07826,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,11,1,871,1,1,1190,25,1,1,1190,49
b03811,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,7,1,1372,1,1,1103,29,1,1,1119,53
205370,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,20,9,1,970,1,1,1026,27,1,1,1030,51
a05619,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,13,1,777,1,1,960,23,1,1,960,47
209364,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,28,1,1143,1,1,1372,8,1,1,1524,32
c06189,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,19,10,1,925,1,1,991,15,1,1,1300,31
215097,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,18,11,1,991,1,1,1100,12,1,1,1000,36
c14512,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,20,27,1,809,1,1,909,9,1,1,909,33
101080,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,7,1,854,1,1,787,14,1,1,787,38
b10963,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,20,12,1,810,1,1,1485,18,1,1,1050,27
c10196,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18,12,1,810,1,1,809,6,1,1,610,26
b03847,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,19,7,0,1067,1,1,1067,29,1,1,1067,53
208982,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,18,15,1,810,1,1,810,21,1,0,915,45
316595,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,21,7,0,946,1,1,946,29,1,1,946,53
316538,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,18,16,1,1210,1,1,1287,20,1,1,1691,35
b04562,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,20,8,1,1067,1,1,1745,28,1,1,1745,52
306153,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,7,1,877,1,1,911,29,1,1,1475,44
201746,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,22,10,0,1095,1,1,1095,26,1,1,1095,50
318021,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,12,1,991,1,1,945,24,1,1,960,46
c12586,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,18,7,1,854,1,1,854,29,1,1,1156,53
317415,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,18,12,1,854,1,1,877,24,1,1,1337,48
b05230,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,26,7,1,884,1,1,1152,29,1,1,1152,53
b05077,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,18,6,1,899,1,1,1100,30,1,1,1100,54
b15285,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,18,9,1,871,1,1,801,24,1,1,801,48
b14844,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,17,10,1,810,1,1,1006,26,1,1,1128,50
b09121,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,18,7,1,809,1,1,1220,29,1,1,1090,53
311746,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,18,7,1,991,1,1,1098,29,1,1,1537,53
215887,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,18,9,1,564,1,1,764,27,1,1,905,51
211628,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,21,15,1,809,1,1,1230,21,1,1,1230,45
b15239,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,19,9,1,1098,1,1,1206,27,1,1,1206,51
b06097,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,11,1,1101,1,1,1335,25,1,1,1335,49
b14922,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,18,7,1,809,1,1,1059,29,1,1,1059,53
205605,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,7,1,808,1,1,1190,29,1,1,1190,53
302030,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,18,11,1,810,1,1,2023,25,1,1,2023,49
319096,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,22,6,1,915,1,1,1248,20,1,1,1248,44
312033,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,18,6,1,945,1,1,945,30,1,1,1130,54
222077,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,18,25,1,885,1,1,958,11,1,1,958,35
c06227,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,22,1,1098,1,1,1098,14,1,1,1417,38
308530,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,0,1,0,1,19,16,1,838,1,1,900,20,1,1,900,44
b02258,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,9,1,991,1,1,1311,27,1,1,1311,51
b01424,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,31,1,777,1,1,762,5,1,1,762,29
a04453,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,17,7,1,915,1,1,1569,29,1,1,1569,53
317231,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,19,7,1,838,1,1,1200,29,1,1,1200,53
100106,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,9,1,915,1,1,1372,27,1,1,1372,51
c13650,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,9,1,879,1,1,1042,27,1,1,1042,51
308122,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,11,1,810,1,1,1110,25,1,1,1113,49
218039,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,20,13,1,1143,1,1,1000,23,1,1,1000,47
b16816,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,22,7,1,991,1,1,1143,19,1,1,1143,43
c13770,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,25,1,1204,1,1,1486,11,1,1,1486,35
304500,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,28,10,1,885,1,1,1312,26,1,1,1312,50
307820,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,19,7,1,656,1,1,950,29,1,1,950,53
a05906,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,22,21,1,810,1,1,1067,15,1,1,1067,39
b07349,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,19,10,1,1067,1,1,915,26,1,1,1140,50
210878,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,18,28,,1020,1,1,1020,8,1,1,1020,32
201130,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19,7,1,945,1,1,1020,26,1,1,1020,50
202629,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,28,1,915,1,1,915,6,1,1,920,16
b11252,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,21,7,1,838,1,1,1069,29,1,1,1143,53
301293,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,19,9,1,854,1,1,1208,27,1,1,1208,51
212359,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,18,9,1,1098,1,1,1358,27,1,1,1358,51
b15183,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,16,1,810,1,1,787,19,1,1,1296,43
b09124,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,18,9,1,915,1,1,915,27,1,1,904,38
309335,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,18,8,1,810,1,1,810,28,1,1,1296,52
c05883,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,20,11,1,962,1,1,1322,25,1,1,1322,49
b11288,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,18,7,1,1067,1,1,1300,29,1,1,1600,53
100811,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,7,1,810,1,1,787,29,1,1,787,53
309539,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,10,1,1116,1,1,1480,26,1,1,1480,50
b17034,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,10,1,810,1,1,995,26,1,1,995,50
211106,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,18,7,1,991,1,1,2508,29,1,1,2508,53
b17163,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,19,10,1,1010,1,1,1118,26,1,1,1118,50
b05997,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,19,11,1,884,1,1,1200,25,1,1,1200,49
c12688,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,7,1,1220,1,1,1486,16,1,1,1486,40
a05708,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,14,1,838,1,1,1048,21,1,1,1067,42
800371,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,20,7,1,875,1,1,855,29,1,1,855,53
207832,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,18,11,1,1052,1,1,1143,25,1,1,1143,49
b08270,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,19,7,1,810,1,1,915,26,1,1,915,50
801748,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,7,1,884,1,1,974,29,1,1,974,53
217326,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,17,9,1,424,1,0,420,27,1,0,420,51
214334,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,20,30,1,732,1,1,838,6,1,1,838,30
210678,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,4,1,1143,1,1,1098,32,1,1,1829,56
217027,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,7,1,915,1,1,915,29,1,1,790,53
208907,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,19,7,1,1321,1,1,1098,29,1,1,1143,53
221700,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,14,1,976,1,1,1296,22,1,1,1296,46
c13780,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,22,2,1,1220,1,1,1201,34,1,1,1201,58
b14460,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,17,7,1,809,1,1,1054,29,1,1,1054,53
c14343,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,1,20,25,1,991,1,1,1200,10,1,1,1200,34
c11406,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,9,1,871,1,1,1072,27,1,1,1072,51
b15291,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,21,10,1,1111,1,1,1067,26,1,1,1067,50
b11001,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,7,1,1021,1,1,1117,29,1,1,1117,53
309386,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,22,7,1,967,1,1,1296,29,1,1,1372,53
800463,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,19,8,1,1143,1,1,1143,28,1,1,991,52
203932,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,17,7,1,973,1,1,1121,29,1,1,1121,53
315577,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,18,9,1,1111,1,1,892,21,1,1,892,45
306952,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,21,7,1,917,1,1,1425,26,1,1,1425,50
315628,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,871,1,1,1067,29,1,1,1067,53
319571,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,17,7,1,808,1,1,1021,28,1,1,711,52
b10116,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,7,0,966,1,1,966,29,1,1,966,53
316668,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,23,8,1,991,1,1,915,28,1,1,1067,52
305370,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,8,1,836,1,1,836,28,1,1,1002,47
a03606,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,19,9,1,858,1,1,1738,24,1,1,1098,35
215163,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,3,1,960,1,1,960,33,1,1,1074,57
206690,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,19,9,1,241,1,1,1100,27,1,1,1100,51
b10546,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,17,7,1,1448,1,1,1160,28,1,1,1473,51
801014,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,18,25,1,991,1,1,960,11,1,1,960,35
305547,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,20,7,1,810,1,1,810,29,1,1,1829,53
319941,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,20,10,1,810,1,1,879,26,1,1,1310,50
c06747,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,7,1,810,1,1,987,29,1,1,987,53
801202,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,36,1,681,1,0,681,0,1,0,681,24
b12102,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,20,21,1,1067,1,1,1067,15,1,1,1232,39
c06922,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,19,11,1,964,1,1,1087,25,1,1,1087,49
b03826,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,20,8,1,1117,1,1,1220,28,1,1,1296,52
215918,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,7,1,1110,1,1,1265,29,1,1,1265,53
b10421,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,7,1,941,1,1,1083,29,1,1,1083,53
206530,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,25,0,1189,1,1,1189,11,1,1,1500,35
c11416,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,19,9,1,1281,1,1,1300,27,1,1,1300,51
b03152,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,19,7,1,963,1,1,1125,29,1,1,1125,53
214595,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,20,7,1,1524,1,1,1524,29,1,1,1931,53
317358,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,19,12,1,1052,1,1,1199,24,1,1,1143,44
302244,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,21,9,1,1220,1,1,980,27,1,1,980,51
b09122,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,7,1,838,1,1,1088,29,1,1,1088,53
b00284,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,21,26,1,838,1,1,787,10,1,1,995,30
315243,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,21,12,1,854,1,1,963,24,1,1,963,48
102733,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,0,0,0,1,18,9,1,1143,1,1,1300,27,1,1,1300,51
306910,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,18,17,1,989,1,1,787,19,1,1,787,43
204404,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,17,24,0,1074,1,1,1074,12,1,1,1074,36
b16544,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,1,793,1,1,1162,29,1,1,1162,53
c11621,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,7,1,854,1,1,1143,29,1,1,1067,53
